content,cleaned_text,tokenized_raw_text,tokenized_preprocessed_text,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
"Untuk damri (INI SERIUS), coba deh liat kondisi Bus kelas royalnya. Kursinya, lantainya, korden penutup kacanya, semuanya kumuh, kotor, dan ga rapi, kayak ga pernah dicuci, lebih mirip bus ekonomi. Damri harus lebih baik dari bus swasta.",damri serius coba deh liat kondisi bus kelas royal kursi lantai korden tutup kaca semua kumuh kotor tidak rapi kayak tidak pernah cuci lebih mirip bus ekonomi damri lebih baik bus swasta,"['untuk', 'damri', 'ini', 'serius', 'coba', 'deh', 'liat', 'kondisi', 'bus', 'kelas', 'royalnya', 'kursinya', 'lantainya', 'korden', 'penutup', 'kacanya', 'semuanya', 'kumuh', 'kotor', 'dan', 'ga', 'rapi', 'kayak', 'ga', 'pernah', 'dicuci', 'lebih', 'mirip', 'bus', 'ekonomi', 'damri', 'harus', 'lebih', 'baik', 'dari', 'bus', 'swasta']","['damri', 'serius', 'coba', 'deh', 'liat', 'kondisi', 'bus', 'kelas', 'royal', 'kursi', 'lantai', 'korden', 'tutup', 'kaca', 'semua', 'kumuh', 'kotor', 'tidak', 'rapi', 'kayak', 'tidak', 'pernah', 'cuci', 'lebih', 'mirip', 'bus', 'ekonomi', 'damri', 'lebih', 'baik', 'bus', 'swasta']",5,6,2.4,2020-01-22 10:01:03,,
Mantap,mantap,['mantap'],['mantap'],5,0,2.4,2020-01-22 09:03:32,,
Sudah sangat terbantu....,sangat bantu,"['sudah', 'sangat', 'terbantu']","['sangat', 'bantu']",5,0,2.4,2020-01-22 08:31:25,,
Pemilihan kursi knpa ngga singkron sih yaa..,pilih kursi knpa tidak singkron sih yaa,"['pemilihan', 'kursi', 'knpa', 'ngga', 'singkron', 'sih', 'yaa']","['pilih', 'kursi', 'knpa', 'tidak', 'singkron', 'sih', 'yaa']",2,0,2.4,2020-01-21 17:45:16,,
Mantap,mantap,['mantap'],['mantap'],5,0,2.4,2020-01-21 15:36:13,,
Good,good,['good'],['good'],5,0,2.4,2020-01-21 09:46:36,,
"Intinya mempermudah pemesanan tiket, namun sekedar saran kalau bisa pembayarannya lebih dari 1 bank, kerjasama sama bank bank lain nya juga. Itu aj menururt saya selebihnya ok",inti mudah mesan tiket dar saran kalau bayar lebih 1 bank kerjasama sama bank bank itu aj menururt lebih,"['intinya', 'mempermudah', 'pemesanan', 'tiket', 'namun', 'sekedar', 'saran', 'kalau', 'bisa', 'pembayarannya', 'lebih', 'dari', '1', 'bank', 'kerjasama', 'sama', 'bank', 'bank', 'lain', 'nya', 'juga', 'itu', 'aj', 'menururt', 'saya', 'selebihnya', 'ok']","['inti', 'mudah', 'mesan', 'tiket', 'dar', 'saran', 'kalau', 'bayar', 'lebih', '1', 'bank', 'kerjasama', 'sama', 'bank', 'bank', 'nya', 'itu', 'aj', 'menururt', 'lebih']",5,0,2.4,2020-01-21 08:02:55,,
sangat mempermudah 👍,sangat mudah,"['sangat', 'mempermudah']","['sangat', 'mudah']",5,0,2.4,2020-01-21 07:06:07,,
Mantap,mantap,['mantap'],['mantap'],5,0,2.4,2020-01-21 06:49:00,,
"dari Jogja naik kereta ke gambir, lanjut ke b.lampung naik damri, belum beli tiket. dengan DAMRI Apps gk perlu antri untuk beli tiket. bisa milih kursi juga sampe stasiun gambir udah ada mesin 'ticket box' tinggal scan dan tiket pun tercetak. Selamat datang di era digitalisasi.",jogja naik kereta gambir lanjut blampung naik damri beli tiket damri apps tidak perlu antri beli tiket milih kursi sampe stasiun gambir udah mesin ticket box tinggal scan tiket cetak selamat datang era digitalisasi,"['dari', 'jogja', 'naik', 'kereta', 'ke', 'gambir', 'lanjut', 'ke', 'blampung', 'naik', 'damri', 'belum', 'beli', 'tiket', 'dengan', 'damri', 'apps', 'gk', 'perlu', 'antri', 'untuk', 'beli', 'tiket', 'bisa', 'milih', 'kursi', 'juga', 'sampe', 'stasiun', 'gambir', 'udah', 'ada', 'mesin', 'ticket', 'box', 'tinggal', 'scan', 'dan', 'tiket', 'pun', 'tercetak', 'selamat', 'datang', 'di', 'era', 'digitalisasi']","['jogja', 'naik', 'kereta', 'gambir', 'lanjut', 'blampung', 'naik', 'damri', 'beli', 'tiket', 'damri', 'apps', 'tidak', 'perlu', 'antri', 'beli', 'tiket', 'milih', 'kursi', 'sampe', 'stasiun', 'gambir', 'udah', 'mesin', 'ticket', 'box', 'tinggal', 'scan', 'tiket', 'cetak', 'selamat', 'datang', 'era', 'digitalisasi']",5,7,2.4,2020-01-20 16:52:11,,
Puas,puas,['puas'],['puas'],4,0,2.4,2020-01-20 14:13:34,,
Pilihan Pembayaran dengan bank kurang banyak pilihan,pilih bayar bank kurang banyak pilih,"['pilihan', 'pembayaran', 'dengan', 'bank', 'kurang', 'banyak', 'pilihan']","['pilih', 'bayar', 'bank', 'kurang', 'banyak', 'pilih']",3,0,2.4,2020-01-20 10:45:59,,
semakin lebih baik,makin lebih baik,"['semakin', 'lebih', 'baik']","['makin', 'lebih', 'baik']",4,0,2.4,2020-01-20 10:40:21,,
"Cukup bagus. Pilihan pembayaran seharusnya jangan hanya linkaja. dan agak aneh sih, kalau lewat aplikasi ini, ad biaya 1,500. apa kelebihannya?kcuali bisa pilih tempat duduk terutama u/bus bandara sih oke.tp klo g ada benefit lebih, buat apa, lebih baik on the spot",cukup bagus pilih bayar jangan linkaja agak aneh sih kalau lewat aplikasi ad biaya 1500 apa kelebihannyakcuali pilih tempat duduk utama ubus bandara sih oketp klo tidak benefit lebih buat apa lebih baik on the spot,"['cukup', 'bagus', 'pilihan', 'pembayaran', 'seharusnya', 'jangan', 'hanya', 'linkaja', 'dan', 'agak', 'aneh', 'sih', 'kalau', 'lewat', 'aplikasi', 'ini', 'ad', 'biaya', '1500', 'apa', 'kelebihannyakcuali', 'bisa', 'pilih', 'tempat', 'duduk', 'terutama', 'ubus', 'bandara', 'sih', 'oketp', 'klo', 'g', 'ada', 'benefit', 'lebih', 'buat', 'apa', 'lebih', 'baik', 'on', 'the', 'spot']","['cukup', 'bagus', 'pilih', 'bayar', 'jangan', 'linkaja', 'agak', 'aneh', 'sih', 'kalau', 'lewat', 'aplikasi', 'ad', 'biaya', '1500', 'apa', 'kelebihannyakcuali', 'pilih', 'tempat', 'duduk', 'utama', 'ubus', 'bandara', 'sih', 'oketp', 'klo', 'tidak', 'benefit', 'lebih', 'buat', 'apa', 'lebih', 'baik', 'on', 'the', 'spot']",2,11,2.4,2020-01-20 02:49:44,,
"Aplikasi membantu cari ticket, dari ticket yang manual ke on line sangat praktis dan hemat waktu.....",aplikasi bantu cari ticket ticket manual on line sangat praktis hemat waktu,"['aplikasi', 'membantu', 'cari', 'ticket', 'dari', 'ticket', 'yang', 'manual', 'ke', 'on', 'line', 'sangat', 'praktis', 'dan', 'hemat', 'waktu']","['aplikasi', 'bantu', 'cari', 'ticket', 'ticket', 'manual', 'on', 'line', 'sangat', 'praktis', 'hemat', 'waktu']",5,1,2.4,2020-01-19 21:45:38,,
"Terima kasih, sudah makin baik..",terima kasih makin baik,"['terima', 'kasih', 'sudah', 'makin', 'baik']","['terima', 'kasih', 'makin', 'baik']",5,0,2.4,2020-01-19 18:17:15,,
Tolong sertakan juga perkiraan waktu sampai di lokasi tujuan/estimasi waktu tempuh perjalanan,serta kira waktu di lokasi tujuanestimasi waktu tempuh jalan,"['tolong', 'sertakan', 'juga', 'perkiraan', 'waktu', 'sampai', 'di', 'lokasi', 'tujuanestimasi', 'waktu', 'tempuh', 'perjalanan']","['serta', 'kira', 'waktu', 'di', 'lokasi', 'tujuanestimasi', 'waktu', 'tempuh', 'jalan']",5,1,2.4,2020-01-19 11:43:51,,
Lebih mudah,lebih mudah,"['lebih', 'mudah']","['lebih', 'mudah']",4,0,2.4,2020-01-19 10:35:02,,
Ok bangets,bangets,"['ok', 'bangets']",['bangets'],5,0,2.4,2020-01-18 22:07:07,,
Puas,puas,['puas'],['puas'],5,0,2.4,2020-01-18 21:29:40,,
Mempermudah dengan ada nya aplikasi ini.tidak perlu repot2 ke tmpt beli karcis nya..tidak macet2..pokoke mantap n keren,mudah ada aplikasi initidak perlu repot2 tmpt beli karcis nyatidak macet2pokoke mantap n keren,"['mempermudah', 'dengan', 'ada', 'nya', 'aplikasi', 'initidak', 'perlu', 'repot2', 'ke', 'tmpt', 'beli', 'karcis', 'nyatidak', 'macet2pokoke', 'mantap', 'n', 'keren']","['mudah', 'ada', 'nya', 'aplikasi', 'initidak', 'perlu', 'repot2', 'tmpt', 'beli', 'karcis', 'nyatidak', 'macet2pokoke', 'mantap', 'n', 'keren']",5,1,2.4,2020-01-18 18:49:29,,
baik,baik,['baik'],['baik'],4,0,2.4,2020-01-18 17:44:19,,
Membuat perjalanan saya aman nyaman efisien serta efektif,buat jalan aman nyaman efisien efektif,"['membuat', 'perjalanan', 'saya', 'aman', 'nyaman', 'efisien', 'serta', 'efektif']","['buat', 'jalan', 'aman', 'nyaman', 'efisien', 'efektif']",5,0,2.4,2020-01-18 15:39:12,,
"Halo DAMRI,sy mau ngasih saran nih untuk DAMRI yg jurusan ke Bekasi dan yg lainnya,untuk kendaraan yg pada bocor kabinnya selayaknya di perbaiki kalo tidak ya kandangkan karena tgl 1 Januari 2020 sy perjalanan dari bandarlampung ke Bekasi pakaian dan koper saya basah semua,mohon untuk diperbaiki,demi kenyamanan para penumpang lainnya,dan utk jurusan Tanjung karang ke Pulo gebang kapan mau di adakan ,trimakasih",halo damri sy mau ngasih saran nih damri jurus bekas lainnyauntuk kendara bocor kabin layak baik kalo ya kandang tgl 1 januari 2020 sy jalan bandarlampung bekas pakai koper basah semuamohon diperbaikidemi nyaman tumpang lainnyadan utk jurus tanjung karang pulo gebang kapan mau adakan trimakasih,"['halo', 'damrisy', 'mau', 'ngasih', 'saran', 'nih', 'untuk', 'damri', 'yg', 'jurusan', 'ke', 'bekasi', 'dan', 'yg', 'lainnyauntuk', 'kendaraan', 'yg', 'pada', 'bocor', 'kabinnya', 'selayaknya', 'di', 'perbaiki', 'kalo', 'tidak', 'ya', 'kandangkan', 'karena', 'tgl', '1', 'januari', '2020', 'sy', 'perjalanan', 'dari', 'bandarlampung', 'ke', 'bekasi', 'pakaian', 'dan', 'koper', 'saya', 'basah', 'semuamohon', 'untuk', 'diperbaikidemi', 'kenyamanan', 'para', 'penumpang', 'lainnyadan', 'utk', 'jurusan', 'tanjung', 'karang', 'ke', 'pulo', 'gebang', 'kapan', 'mau', 'di', 'adakan', 'trimakasih']","['halo', 'damrisy', 'mau', 'ngasih', 'saran', 'nih', 'damri', 'yg', 'jurus', 'bekas', 'yg', 'lainnyauntuk', 'kendara', 'yg', 'bocor', 'kabin', 'layak', 'baik', 'kalo', 'ya', 'kandang', 'tgl', '1', 'januari', '2020', 'sy', 'jalan', 'bandarlampung', 'bekas', 'pakai', 'koper', 'basah', 'semuamohon', 'diperbaikidemi', 'nyaman', 'tumpang', 'lainnyadan', 'utk', 'jurus', 'tanjung', 'karang', 'pulo', 'gebang', 'kapan', 'mau', 'adakan', 'trimakasih']",2,4,2.4,2020-01-18 12:49:58,,
Jadi lebih mudah utk pesan tiketnya..,jadi lebih mudah utk pesan tiket,"['jadi', 'lebih', 'mudah', 'utk', 'pesan', 'tiketnya']","['jadi', 'lebih', 'mudah', 'utk', 'pesan', 'tiket']",5,0,2.4,2020-01-18 11:22:58,,
"Masih ada bug dalam proses pembayaran tiket, pemesanan kursi hanya satu namun nominal yang akan di bayarkan muncul dikali dua, selain itu sudah bagus👍",ada bug proses bayar tiket mesan kursi satu nominal akan bayar muncul kali selain sudah bagus,"['masih', 'ada', 'bug', 'dalam', 'proses', 'pembayaran', 'tiket', 'pemesanan', 'kursi', 'hanya', 'satu', 'namun', 'nominal', 'yang', 'akan', 'di', 'bayarkan', 'muncul', 'dikali', 'dua', 'selain', 'itu', 'sudah', 'bagus']","['ada', 'bug', 'proses', 'bayar', 'tiket', 'mesan', 'kursi', 'satu', 'nominal', 'akan', 'bayar', 'muncul', 'kali', 'selain', 'sudah', 'bagus']",4,0,2.4,2020-01-18 11:04:03,,
Mantap lah damri,mantap lah damri,"['mantap', 'lah', 'damri']","['mantap', 'lah', 'damri']",5,0,,2020-01-18 10:56:21,,
"Aplikasi nya ribet metode pembayaran terutama harusnya semua metode pembayaran ada, saya pesen 2 tiket bayar pake link aja kok bisa mesen lgi dibawahnya 4 tiket pame gopay sedangkan saya ga ada saldo gopay tolongg ini aplikasinya diperhatikan lagi",aplikasi ribet metode bayar utama semua metode bayar sen 2 tiket bayar pakai link kok mesen lgi bawah 4 tiket pame gopay sedang saya tidak saldo gopay tolongg aplikasi perhati,"['aplikasi', 'nya', 'ribet', 'metode', 'pembayaran', 'terutama', 'harusnya', 'semua', 'metode', 'pembayaran', 'ada', 'saya', 'pesen', '2', 'tiket', 'bayar', 'pake', 'link', 'aja', 'kok', 'bisa', 'mesen', 'lgi', 'dibawahnya', '4', 'tiket', 'pame', 'gopay', 'sedangkan', 'saya', 'ga', 'ada', 'saldo', 'gopay', 'tolongg', 'ini', 'aplikasinya', 'diperhatikan', 'lagi']","['aplikasi', 'nya', 'ribet', 'metode', 'bayar', 'utama', 'semua', 'metode', 'bayar', 'sen', '2', 'tiket', 'bayar', 'pake', 'link', 'aja', 'kok', 'mesen', 'lgi', 'bawah', '4', 'tiket', 'pame', 'gopay', 'sedang', 'saya', 'tidak', 'saldo', 'gopay', 'tolongg', 'aplikasi', 'perhati']",1,0,2.4,2020-01-18 10:00:15,"Kami memohon maaf atas ketidaknyamanannya dan terimakasih atas laporannya, terkait laporan anda sudah kami tindaklanjuti yaa. Silakan lakukan pengecekan kembali di aplikasi, mohon konfirmasinya apabila sampai saat ini pesanan anda masih bermasalah ya.",2020-01-18 10:11:39
"Tingkatkan Lagi Pelayanan Melalui Aplikasi E Ticket Digital karena Sangat Membantu Dlm Pemesanan E Ticket Dlm Era Digital Saat Ini,Trimakasih...",tingkat layan lalu aplikasi e ticket digital sangat bantu dlm mesan e ticket dlm era digital initrimakasih,"['tingkatkan', 'lagi', 'pelayanan', 'melalui', 'aplikasi', 'e', 'ticket', 'digital', 'karena', 'sangat', 'membantu', 'dlm', 'pemesanan', 'e', 'ticket', 'dlm', 'era', 'digital', 'saat', 'initrimakasih']","['tingkat', 'layan', 'lalu', 'aplikasi', 'e', 'ticket', 'digital', 'sangat', 'bantu', 'dlm', 'mesan', 'e', 'ticket', 'dlm', 'era', 'digital', 'initrimakasih']",5,0,2.4,2020-01-18 01:51:27,,
Mantul bisa pake gopay,mantul pakai gopay,"['mantul', 'bisa', 'pake', 'gopay']","['mantul', 'pake', 'gopay']",5,0,2.4,2020-01-18 00:56:04,,
Nggak jelas... Mau pesan tiket balesannya selalu tidak ada bus tersedia..,jelas mau pesan tiket balesannya selalu ada bus sedia,"['nggak', 'jelas', 'mau', 'pesan', 'tiket', 'balesannya', 'selalu', 'tidak', 'ada', 'bus', 'tersedia']","['jelas', 'mau', 'pesan', 'tiket', 'balesannya', 'selalu', 'ada', 'bus', 'sedia']",2,0,2.4,2020-01-17 22:28:54,,
"Gampang carinya, cuman beberapa terminalnya ada yang ga masuk",gampang cari cuman beberapa terminal yang tidak masuk,"['gampang', 'carinya', 'cuman', 'beberapa', 'terminalnya', 'ada', 'yang', 'ga', 'masuk']","['gampang', 'cari', 'cuman', 'beberapa', 'terminal', 'yang', 'tidak', 'masuk']",5,0,2.4,2020-01-17 17:18:51,,
"Saya merasa tidak puas dengan pelayanan dari damri karena pada saat saya berangkat dari pool damri kemayoran saya sudah memesan kursi yg sesuai dengan saya nomor 9 ,tetapi pada saat saya turun di terminal kali deres saya turun sebentar ,ketika saya mau naik kembali kursi saya sudah didudukin orang lain,padahal penumpang tersebut dari kalideres.mengapa saya yang membeli tiket resmi saya harus meninggalkan kursi saya.dan saya merasa tertipu dengan pelayanan dari damri.dgn nomor keberangkatan 4425",rasa puas layan damri pada berangkat pool damri mayor sudah mes kursi sesuai nomor 9 pada turun terminal kali deres turun sebentar mau naik kursi saya sudah didudukin orang lainpadahal tumpang sebut kalideresmengapa saya yang beli tiket resmi saya harus tinggal kursi sayadan saya rasa tipu layan damri dgn nomor berangkat 4425,"['saya', 'merasa', 'tidak', 'puas', 'dengan', 'pelayanan', 'dari', 'damri', 'karena', 'pada', 'saat', 'saya', 'berangkat', 'dari', 'pool', 'damri', 'kemayoran', 'saya', 'sudah', 'memesan', 'kursi', 'yg', 'sesuai', 'dengan', 'saya', 'nomor', '9', 'tetapi', 'pada', 'saat', 'saya', 'turun', 'di', 'terminal', 'kali', 'deres', 'saya', 'turun', 'sebentar', 'ketika', 'saya', 'mau', 'naik', 'kembali', 'kursi', 'saya', 'sudah', 'didudukin', 'orang', 'lainpadahal', 'penumpang', 'tersebut', 'dari', 'kalideresmengapa', 'saya', 'yang', 'membeli', 'tiket', 'resmi', 'saya', 'harus', 'meninggalkan', 'kursi', 'sayadan', 'saya', 'merasa', 'tertipu', 'dengan', 'pelayanan', 'dari', 'damridgn', 'nomor', 'keberangkatan', '4425']","['rasa', 'puas', 'layan', 'damri', 'pada', 'berangkat', 'pool', 'damri', 'mayor', 'sudah', 'mes', 'kursi', 'yg', 'sesuai', 'nomor', '9', 'pada', 'turun', 'terminal', 'kali', 'deres', 'turun', 'sebentar', 'mau', 'naik', 'kursi', 'saya', 'sudah', 'didudukin', 'orang', 'lainpadahal', 'tumpang', 'sebut', 'kalideresmengapa', 'saya', 'yang', 'beli', 'tiket', 'resmi', 'saya', 'harus', 'tinggal', 'kursi', 'sayadan', 'saya', 'rasa', 'tipu', 'layan', 'damridgn', 'nomor', 'berangkat', '4425']",1,3,2.4,2020-01-17 16:46:11,,
Easy,easy,['easy'],['easy'],5,0,2.4,2020-01-17 15:27:45,,
"Proses pemesanan tiket cukup mudah dan nyaman. Baru pertama kali pesan tiket bus online Damri, proses mudah dan lancar.",proses mesan tiket cukup mudah nyaman baru pertama kali pesan tiket bus online damri proses mudah lancar,"['proses', 'pemesanan', 'tiket', 'cukup', 'mudah', 'dan', 'nyaman', 'baru', 'pertama', 'kali', 'pesan', 'tiket', 'bus', 'online', 'damri', 'proses', 'mudah', 'dan', 'lancar']","['proses', 'mesan', 'tiket', 'cukup', 'mudah', 'nyaman', 'baru', 'pertama', 'kali', 'pesan', 'tiket', 'bus', 'online', 'damri', 'proses', 'mudah', 'lancar']",5,0,2.4,2020-01-17 11:11:46,,
Oke damri terus berikan yg terbaik buat konsumen,oke damri terus ikan baik buat konsumen,"['oke', 'damri', 'terus', 'berikan', 'yg', 'terbaik', 'buat', 'konsumen']","['oke', 'damri', 'terus', 'ikan', 'yg', 'baik', 'buat', 'konsumen']",5,0,,2020-01-17 11:04:59,,
"saya beri 3 bintang krna sy baru login dan belum melakukan pemesanan tiket. Saya disini mau nanya, saya mau pesankan tiket secara online untuk orang tua tidak dpt menggunakan aplikasi, awam. apakah bisa ketika saya sudah pesankan-beli-bayar untuk orang tua tsb, tiket bukti belinya hanya hasil screenshoot/kode book. Ya pasti identitas sesuai dgn kartu indetitas. Karena pernah naik kereta terus pesan online ortu awam itu, bukti screenshoot tdk berlaku. Mohon kejelasan untuk damri bgmna?",beri 3 bintang krna sy baru login belum laku mesan tiket sini mau nanya mau pesan tiket cara online orang tua dpt aplikasi awam bisa saya pesankanbeli bayar orang tua tsb tiket bukti beli hasil screenshootkode book pasti identitas sesuai dgn kartu indetitas pernah naik kereta terus pesan online ortu awam bukti screenshoot tdk laku mohon jelas damri bgmna,"['saya', 'beri', '3', 'bintang', 'krna', 'sy', 'baru', 'login', 'dan', 'belum', 'melakukan', 'pemesanan', 'tiket', 'saya', 'disini', 'mau', 'nanya', 'saya', 'mau', 'pesankan', 'tiket', 'secara', 'online', 'untuk', 'orang', 'tua', 'tidak', 'dpt', 'menggunakan', 'aplikasi', 'awam', 'apakah', 'bisa', 'ketika', 'saya', 'sudah', 'pesankanbelibayar', 'untuk', 'orang', 'tua', 'tsb', 'tiket', 'bukti', 'belinya', 'hanya', 'hasil', 'screenshootkode', 'book', 'ya', 'pasti', 'identitas', 'sesuai', 'dgn', 'kartu', 'indetitas', 'karena', 'pernah', 'naik', 'kereta', 'terus', 'pesan', 'online', 'ortu', 'awam', 'itu', 'bukti', 'screenshoot', 'tdk', 'berlaku', 'mohon', 'kejelasan', 'untuk', 'damri', 'bgmna']","['beri', '3', 'bintang', 'krna', 'sy', 'baru', 'login', 'belum', 'laku', 'mesan', 'tiket', 'sini', 'mau', 'nanya', 'mau', 'pesan', 'tiket', 'cara', 'online', 'orang', 'tua', 'dpt', 'aplikasi', 'awam', 'bisa', 'saya', 'pesankanbelibayar', 'orang', 'tua', 'tsb', 'tiket', 'bukti', 'beli', 'hasil', 'screenshootkode', 'book', 'pasti', 'identitas', 'sesuai', 'dgn', 'kartu', 'indetitas', 'pernah', 'naik', 'kereta', 'terus', 'pesan', 'online', 'ortu', 'awam', 'bukti', 'screenshoot', 'tdk', 'laku', 'mohon', 'jelas', 'damri', 'bgmna']",3,3,2.4,2020-01-16 22:55:36,"Terimakasih sudah menggunakan layanan DAMRI Apps, untuk pemesanan bisa untuk diri sendiri atau orang lain kok disesuaikan dengan data penumpang yang akan berangkat yaa. Sebagai informasi, anda bisa menunjukkan e-tiket yang ada di aplikasi maupun email kepada petugas kami yaa. Terimakasih atas kerjasama dan pengertiannya.",2020-01-16 23:02:44
Sangat Terbantu,sangat bantu,"['sangat', 'terbantu']","['sangat', 'bantu']",5,0,,2020-01-16 21:29:51,,
Oke,oke,['oke'],['oke'],5,0,2.4,2020-01-16 21:00:06,,
Bagus,bagus,['bagus'],['bagus'],5,0,2.4,2020-01-16 20:15:44,,
"Perbaiki armada saja, pelayanan sdh bagus",baik armada layan sdh bagus,"['perbaiki', 'armada', 'saja', 'pelayanan', 'sdh', 'bagus']","['baik', 'armada', 'layan', 'sdh', 'bagus']",5,0,2.4,2020-01-16 12:53:41,,
"Min, rute belum lengkap ya di aplikasi. Mau cari tiket Bogor ke bandar Lampung gak ada",min rute lengkap di aplikasi mau cari tiket bogor bandar lampung tidak,"['min', 'rute', 'belum', 'lengkap', 'ya', 'di', 'aplikasi', 'mau', 'cari', 'tiket', 'bogor', 'ke', 'bandar', 'lampung', 'gak', 'ada']","['min', 'rute', 'lengkap', 'di', 'aplikasi', 'mau', 'cari', 'tiket', 'bogor', 'bandar', 'lampung', 'tidak']",4,0,,2020-01-16 12:10:23,,
Mudah dan nyaman,mudah nyaman,"['mudah', 'dan', 'nyaman']","['mudah', 'nyaman']",5,0,2.4,2020-01-15 22:58:21,,
Sangat membantu,sangat bantu,"['sangat', 'membantu']","['sangat', 'bantu']",5,0,,2020-01-15 21:30:44,,
"Aplikasi yg sangat membantu untuk mesen tiket damri, praktis. Ditunggu untuk versi IOS nya, trims",aplikasi sangat bantu mesen tiket damri praktis tunggu versi ios trims,"['aplikasi', 'yg', 'sangat', 'membantu', 'untuk', 'mesen', 'tiket', 'damri', 'praktis', 'ditunggu', 'untuk', 'versi', 'ios', 'nya', 'trims']","['aplikasi', 'yg', 'sangat', 'bantu', 'mesen', 'tiket', 'damri', 'praktis', 'tunggu', 'versi', 'ios', 'nya', 'trims']",5,0,2.4,2020-01-15 21:20:55,,
Harga tiketnya udh naik lagi,harga tiket udh naik,"['harga', 'tiketnya', 'udh', 'naik', 'lagi']","['harga', 'tiket', 'udh', 'naik']",4,0,2.4,2020-01-15 20:44:35,,
Oke....,oke,['oke'],['oke'],5,0,2.4,2020-01-15 20:24:23,,
"Mau melakukan perjalanan, seenak pesan tiket pesawat. Alhamdulillah",mau laku jalan enak pesan tiket pesawat alhamdulillah,"['mau', 'melakukan', 'perjalanan', 'seenak', 'pesan', 'tiket', 'pesawat', 'alhamdulillah']","['mau', 'laku', 'jalan', 'enak', 'pesan', 'tiket', 'pesawat', 'alhamdulillah']",5,0,2.4,2020-01-15 19:39:04,,
so good,so good,"['so', 'good']","['so', 'good']",5,0,2.4,2020-01-15 17:06:08,,
"Aplikasinya bagus, simple dan praktis",aplikasi bagus simple praktis,"['aplikasinya', 'bagus', 'simple', 'dan', 'praktis']","['aplikasi', 'bagus', 'simple', 'praktis']",4,0,2.4,2020-01-15 16:28:16,,
good service,good service,"['good', 'service']","['good', 'service']",5,0,2.4,2020-01-15 12:55:01,,
Keren nih damri ngga perlu datang ke loket,keren nih damri tidak perlu datang loket,"['keren', 'nih', 'damri', 'ngga', 'perlu', 'datang', 'ke', 'loket']","['keren', 'nih', 'damri', 'tidak', 'perlu', 'datang', 'loket']",5,0,2.4,2020-01-15 12:46:29,,
👍🏻,,[],[],5,0,2.4,2020-01-15 11:16:56,,
Ok sip,sip,"['ok', 'sip']",['sip'],5,0,2.4,2020-01-15 10:32:31,,
"Bank BUMN pendukungnya ditambah lagi donk.. BNI, BRI dll.. Syukur2 Bank swasta bisa masuk di pembayaran Online nya.. Trims",bank bumn dukung tambah donk bni bri syukur2 bank swasta masuk bayar online trims,"['bank', 'bumn', 'pendukungnya', 'ditambah', 'lagi', 'donk', 'bni', 'bri', 'dll', 'syukur2', 'bank', 'swasta', 'bisa', 'masuk', 'di', 'pembayaran', 'online', 'nya', 'trims']","['bank', 'bumn', 'dukung', 'tambah', 'donk', 'bni', 'bri', 'syukur2', 'bank', 'swasta', 'masuk', 'bayar', 'online', 'nya', 'trims']",3,0,2.4,2020-01-15 01:38:38,,
"mau pesen tapi metode pembayarannya susah, enggak bisa transfer atm bca..😭",mau sen metode bayar susah enggak transfer atm bca,"['mau', 'pesen', 'tapi', 'metode', 'pembayarannya', 'susah', 'enggak', 'bisa', 'transfer', 'atm', 'bca']","['mau', 'sen', 'metode', 'bayar', 'susah', 'enggak', 'transfer', 'atm', 'bca']",2,0,2.4,2020-01-14 23:12:36,,
Jos,jos,['jos'],['jos'],5,0,2.4,2020-01-14 22:28:53,,
Jooss,jooss,['jooss'],['jooss'],5,0,2.4,2020-01-14 18:34:55,,
Proses booking & pembayaran tiketnya mudah & nyaman. Sebaiknya diikuti penggantian armada yang tua dengan yang baru,proses booking bayar tiket mudah nyaman baik ikut ganti armada tua yang baru,"['proses', 'booking', 'pembayaran', 'tiketnya', 'mudah', 'nyaman', 'sebaiknya', 'diikuti', 'penggantian', 'armada', 'yang', 'tua', 'dengan', 'yang', 'baru']","['proses', 'booking', 'bayar', 'tiket', 'mudah', 'nyaman', 'baik', 'ikut', 'ganti', 'armada', 'tua', 'yang', 'baru']",4,0,2.4,2020-01-14 15:49:38,,
Apps jelek....tidak semua daerah damrinya tertera di apps...,apps jelektidak semua daerah damri tera apps,"['apps', 'jelektidak', 'semua', 'daerah', 'damrinya', 'tertera', 'di', 'apps']","['apps', 'jelektidak', 'semua', 'daerah', 'damrinya', 'tera', 'apps']",2,0,2.4,2020-01-13 20:16:17,,
"Simpel mudah cepat pesan tiket dan sering dpt casback,recomended",simpel mudah cepat pesan tiket sering dpt casbackrecomended,"['simpel', 'mudah', 'cepat', 'pesan', 'tiket', 'dan', 'sering', 'dpt', 'casbackrecomended']","['simpel', 'mudah', 'cepat', 'pesan', 'tiket', 'sering', 'dpt', 'casbackrecomended']",5,0,2.4,2020-01-13 19:05:12,,
Lebih praktis dan ekonomis,lebih praktis ekonomis,"['lebih', 'praktis', 'dan', 'ekonomis']","['lebih', 'praktis', 'ekonomis']",5,0,2.4,2020-01-13 15:25:43,,
Good application,good application,"['good', 'application']","['good', 'application']",5,0,2.4,2020-01-12 19:19:36,,
